GO:0106414	mRNA dihydrouridine synthase activity	56931
GO:0140065	peptide butyryltransferase activity	2033
GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	2998
GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	2997
GO:0004806	triacylglycerol lipase activity	5406
GO:0004806	triacylglycerol lipase activity	13
GO:0004806	triacylglycerol lipase activity	8513
GO:0004806	triacylglycerol lipase activity	150379
GO:0004806	triacylglycerol lipase activity	9388
GO:0004806	triacylglycerol lipase activity	221955
GO:0004806	triacylglycerol lipase activity	5408
GO:0004806	triacylglycerol lipase activity	57104
GO:0004806	triacylglycerol lipase activity	4023
GO:0004806	triacylglycerol lipase activity	51099
GO:0004806	triacylglycerol lipase activity	3991
GO:0004806	triacylglycerol lipase activity	3990
GO:0004375	glycine dehydrogenase (decarboxylating) activity	2731
GO:0106140	P-TEFb complex binding	23476
GO:0106140	P-TEFb complex binding	10614
GO:0106140	P-TEFb complex binding	6879
GO:0106140	P-TEFb complex binding	23210
GO:0004377	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity	440138
GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	5728
GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	9562
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	9397
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	4836
GO:0005280	amino acid:proton symporter activity	79751
GO:0005280	amino acid:proton symporter activity	206358
GO:0005280	amino acid:proton symporter activity	83733
GO:0140068	histone crotonyltransferase activity	2033
GO:0098973	structural constituent of postsynaptic actin cytoskeleton	60
GO:0052909	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity	27292
GO:0140662	ATP-dependent protein folding chaperone	1861
GO:0050265	RNA uridylyltransferase activity	23318
GO:0050265	RNA uridylyltransferase activity	79670
GO:0050265	RNA uridylyltransferase activity	64852
GO:0140664	ATP-dependent DNA damage sensor activity	5892
GO:0004574	oligo-1,6-glucosidase activity	6476
GO:0004578	chitobiosyldiphosphodolichol beta-mannosyltransferase activity	56052
GO:0004070	aspartate carbamoyltransferase activity	790
GO:1902387	ceramide 1-phosphate binding	80772
GO:1902387	ceramide 1-phosphate binding	5321
GO:0004398	histidine decarboxylase activity	3067
GO:0140983	calcium:manganese antiporter activity	55532
GO:0008802	betaine-aldehyde dehydrogenase (NAD+) activity	501
GO:0008800	beta-lactamase activity	153364
GO:0008800	beta-lactamase activity	64858
GO:0008800	beta-lactamase activity	9937
GO:0008800	beta-lactamase activity	1800
GO:0004392	heme oxygenase (decyclizing) activity	3162
GO:0004392	heme oxygenase (decyclizing) activity	3163
GO:0140083	ATP-dependent protein-DNA unloader activity	23063
GO:0140082	SUMO-ubiquitin ligase activity	166655
GO:0004396	hexokinase activity	3098
GO:0004396	hexokinase activity	3099
GO:0004396	hexokinase activity	3101
GO:0004397	histidine ammonia-lyase activity	3034
GO:0046970	NAD-dependent histone H4K16 deacetylase activity	22933
GO:0046970	NAD-dependent histone H4K16 deacetylase activity	23411
GO:0008066	glutamate receptor activity	2911
GO:0008066	glutamate receptor activity	2914
GO:0008066	glutamate receptor activity	2915
GO:0008066	glutamate receptor activity	2916
GO:0008066	glutamate receptor activity	2917
GO:0008066	glutamate receptor activity	2918
GO:0046974	histone H3K9 methyltransferase activity	55209
GO:0046974	histone H3K9 methyltransferase activity	79723
GO:0046974	histone H3K9 methyltransferase activity	63976
GO:0046974	histone H3K9 methyltransferase activity	79813
GO:0046974	histone H3K9 methyltransferase activity	6839
GO:0046974	histone H3K9 methyltransferase activity	9869
GO:0046974	histone H3K9 methyltransferase activity	55870
GO:0046974	histone H3K9 methyltransferase activity	83852
GO:0046974	histone H3K9 methyltransferase activity	10919
GO:0008061	chitin binding	84929
GO:0008061	chitin binding	1117
GO:0008061	chitin binding	1116
GO:0046976	histone H3K27 methyltransferase activity	2146
GO:0046976	histone H3K27 methyltransferase activity	2145
GO:0046976	histone H3K27 methyltransferase activity	79813
GO:0046976	histone H3K27 methyltransferase activity	3720
GO:0046976	histone H3K27 methyltransferase activity	10919
GO:0046977	TAP binding	3105
GO:0046977	TAP binding	3106
GO:0046977	TAP binding	3107
GO:0046978	TAP1 binding	6890
GO:0046978	TAP1 binding	6892
GO:0046979	TAP2 binding	6892
GO:0044325	transmembrane transporter binding	9100
GO:0044325	transmembrane transporter binding	3064
GO:0044325	transmembrane transporter binding	9992
GO:0044325	transmembrane transporter binding	10345
GO:0044325	transmembrane transporter binding	5318
GO:0044325	transmembrane transporter binding	140730
GO:0044325	transmembrane transporter binding	288
GO:0044325	transmembrane transporter binding	9783
GO:0044325	transmembrane transporter binding	255057
GO:0044325	transmembrane transporter binding	4842
GO:0044325	transmembrane transporter binding	817
GO:0044325	transmembrane transporter binding	2280
GO:0044325	transmembrane transporter binding	2281
GO:0044325	transmembrane transporter binding	2258
GO:0044325	transmembrane transporter binding	5142
GO:0044325	transmembrane transporter binding	9747
GO:0044325	transmembrane transporter binding	9001
GO:0044325	transmembrane transporter binding	285966
GO:0044325	transmembrane transporter binding	6546
GO:0044325	transmembrane transporter binding	287
GO:0044325	transmembrane transporter binding	9699
GO:0044325	transmembrane transporter binding	2257
GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	1632
GO:0170011	stalled ribosome sensor activity	10985
GO:0170011	stalled ribosome sensor activity	51776
GO:0170011	stalled ribosome sensor activity	90850
GO:0170011	stalled ribosome sensor activity	53918
GO:0047961	glycine N-acyltransferase activity	10249
GO:0160002	ADP-D-ribose modification-dependent protein binding	7515
GO:0160002	ADP-D-ribose modification-dependent protein binding	9555
GO:0160002	ADP-D-ribose modification-dependent protein binding	200558
GO:0004714	transmembrane receptor protein tyrosine kinase activity	2050
GO:0004714	transmembrane receptor protein tyrosine kinase activity	4921
GO:0004714	transmembrane receptor protein tyrosine kinase activity	1969
GO:0004714	transmembrane receptor protein tyrosine kinase activity	2324
GO:0004714	transmembrane receptor protein tyrosine kinase activity	3815
GO:0004714	transmembrane receptor protein tyrosine kinase activity	4058
GO:0004714	transmembrane receptor protein tyrosine kinase activity	5979
GO:0004714	transmembrane receptor protein tyrosine kinase activity	7010
GO:0004714	transmembrane receptor protein tyrosine kinase activity	3645
GO:0004714	transmembrane receptor protein tyrosine kinase activity	5156
GO:0004714	transmembrane receptor protein tyrosine kinase activity	2064
GO:0004714	transmembrane receptor protein tyrosine kinase activity	2066
GO:0004715	non-membrane spanning protein tyrosine kinase activity	3717
GO:0004715	non-membrane spanning protein tyrosine kinase activity	3716
GO:0004715	non-membrane spanning protein tyrosine kinase activity	6850
GO:0004715	non-membrane spanning protein tyrosine kinase activity	660
GO:0004715	non-membrane spanning protein tyrosine kinase activity	5747
GO:0004715	non-membrane spanning protein tyrosine kinase activity	25
GO:0004715	non-membrane spanning protein tyrosine kinase activity	4067
GO:0004715	non-membrane spanning protein tyrosine kinase activity	695
GO:0004715	non-membrane spanning protein tyrosine kinase activity	9833
GO:0004715	non-membrane spanning protein tyrosine kinase activity	7297
GO:0004715	non-membrane spanning protein tyrosine kinase activity	2268
GO:0004715	non-membrane spanning protein tyrosine kinase activity	7535
GO:0004715	non-membrane spanning protein tyrosine kinase activity	2241
GO:0004715	non-membrane spanning protein tyrosine kinase activity	2242
GO:0004715	non-membrane spanning protein tyrosine kinase activity	1859
GO:0004715	non-membrane spanning protein tyrosine kinase activity	3932
GO:0004715	non-membrane spanning protein tyrosine kinase activity	5753
GO:0004715	non-membrane spanning protein tyrosine kinase activity	79834
GO:0004715	non-membrane spanning protein tyrosine kinase activity	2185
GO:0004715	non-membrane spanning protein tyrosine kinase activity	3702
GO:0004715	non-membrane spanning protein tyrosine kinase activity	6714
GO:0004715	non-membrane spanning protein tyrosine kinase activity	7006
GO:0004715	non-membrane spanning protein tyrosine kinase activity	640
GO:0004715	non-membrane spanning protein tyrosine kinase activity	2534
GO:0004712	protein serine/threonine/tyrosine kinase activity	5582
GO:0004712	protein serine/threonine/tyrosine kinase activity	207
GO:0004712	protein serine/threonine/tyrosine kinase activity	5566
GO:0004712	protein serine/threonine/tyrosine kinase activity	10188
GO:0004712	protein serine/threonine/tyrosine kinase activity	5563
GO:0004712	protein serine/threonine/tyrosine kinase activity	6446
GO:0004712	protein serine/threonine/tyrosine kinase activity	6195
GO:0004712	protein serine/threonine/tyrosine kinase activity	6196
GO:0004712	protein serine/threonine/tyrosine kinase activity	6198
GO:0004713	protein tyrosine kinase activity	5159
GO:0004713	protein tyrosine kinase activity	3717
GO:0004713	protein tyrosine kinase activity	3716
GO:0004713	protein tyrosine kinase activity	558
GO:0004713	protein tyrosine kinase activity	3718
GO:0004713	protein tyrosine kinase activity	8711
GO:0004713	protein tyrosine kinase activity	8445
GO:0004713	protein tyrosine kinase activity	6725
GO:0004713	protein tyrosine kinase activity	5747
GO:0004713	protein tyrosine kinase activity	6850
GO:0004713	protein tyrosine kinase activity	25
GO:0004713	protein tyrosine kinase activity	27
GO:0004713	protein tyrosine kinase activity	4067
GO:0004713	protein tyrosine kinase activity	695
GO:0004713	protein tyrosine kinase activity	7297
GO:0004713	protein tyrosine kinase activity	3791
GO:0004713	protein tyrosine kinase activity	10188
GO:0004713	protein tyrosine kinase activity	5315
GO:0004713	protein tyrosine kinase activity	7535
GO:0004713	protein tyrosine kinase activity	4593
GO:0004713	protein tyrosine kinase activity	2268
GO:0004713	protein tyrosine kinase activity	1119
GO:0004713	protein tyrosine kinase activity	2260
GO:0004713	protein tyrosine kinase activity	2261
GO:0004713	protein tyrosine kinase activity	2242
GO:0004713	protein tyrosine kinase activity	2444
GO:0004713	protein tyrosine kinase activity	1859
GO:0004713	protein tyrosine kinase activity	3480
GO:0004713	protein tyrosine kinase activity	84630
GO:0004713	protein tyrosine kinase activity	9252
GO:0004713	protein tyrosine kinase activity	3932
GO:0004713	protein tyrosine kinase activity	5753
GO:0004713	protein tyrosine kinase activity	6098
GO:0004713	protein tyrosine kinase activity	1956
GO:0004713	protein tyrosine kinase activity	5756
GO:0004713	protein tyrosine kinase activity	6714
GO:0004713	protein tyrosine kinase activity	3055
GO:0004713	protein tyrosine kinase activity	3643
GO:0004713	protein tyrosine kinase activity	7273
GO:0004713	protein tyrosine kinase activity	2045
GO:0004713	protein tyrosine kinase activity	2043
GO:0004713	protein tyrosine kinase activity	7465
GO:0004713	protein tyrosine kinase activity	2048
GO:0004713	protein tyrosine kinase activity	4058
GO:0004713	protein tyrosine kinase activity	7301
GO:0004713	protein tyrosine kinase activity	640
GO:0004713	protein tyrosine kinase activity	6259
GO:0004713	protein tyrosine kinase activity	2066
GO:0004713	protein tyrosine kinase activity	7525
GO:0004713	protein tyrosine kinase activity	2064
GO:0004713	protein tyrosine kinase activity	2065
GO:0004713	protein tyrosine kinase activity	2534
GO:0160004	poly-ADP-D-ribose modification-dependent protein binding	27336
GO:0160004	poly-ADP-D-ribose modification-dependent protein binding	115004
GO:0160004	poly-ADP-D-ribose modification-dependent protein binding	9555
GO:0160004	poly-ADP-D-ribose modification-dependent protein binding	10038
GO:0160004	poly-ADP-D-ribose modification-dependent protein binding	9557
GO:0005375	copper ion transmembrane transporter activity	1317
GO:0005375	copper ion transmembrane transporter activity	201266
GO:0005375	copper ion transmembrane transporter activity	4891
GO:0005375	copper ion transmembrane transporter activity	1318
GO:0005375	copper ion transmembrane transporter activity	540
GO:0005375	copper ion transmembrane transporter activity	538
GO:0160008	protein decrotonylase activity	8841
GO:1905502	acetyl-CoA binding	53354
GO:1905502	acetyl-CoA binding	24142
GO:1905502	acetyl-CoA binding	6872
GO:1905502	acetyl-CoA binding	79646
GO:0005372	water transmembrane transporter activity	6523
GO:0005372	water transmembrane transporter activity	10630
GO:0005372	water transmembrane transporter activity	83959
GO:0005372	water transmembrane transporter activity	359
GO:0005372	water transmembrane transporter activity	358
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	5110
GO:0140337	diacylglyceride transfer activity	5360
GO:0004029	aldehyde dehydrogenase (NAD+) activity	216
GO:0004029	aldehyde dehydrogenase (NAD+) activity	217
GO:0004029	aldehyde dehydrogenase (NAD+) activity	218
GO:0004029	aldehyde dehydrogenase (NAD+) activity	8659
GO:0004029	aldehyde dehydrogenase (NAD+) activity	224
GO:0004029	aldehyde dehydrogenase (NAD+) activity	223
GO:0004029	aldehyde dehydrogenase (NAD+) activity	501
GO:0018030	peptidyl-lysine N6-myristoyltransferase activity	9397
GO:0018030	peptidyl-lysine N6-myristoyltransferase activity	4836
GO:0008240	tripeptidyl-peptidase activity	1200
GO:0008240	tripeptidyl-peptidase activity	1636
GO:0008241	peptidyl-dipeptidase activity	59272
GO:0008241	peptidyl-dipeptidase activity	1636
GO:0008242	omega peptidase activity	7345
GO:0008242	omega peptidase activity	327
GO:0140338	sphingomyelin transfer activity	5360
GO:0140338	sphingomyelin transfer activity	23760
GO:0003924	GTPase activity	345611
GO:0003924	GTPase activity	4594
GO:0003924	GTPase activity	9367
GO:0003924	GTPase activity	79631
GO:0003924	GTPase activity	115362
GO:0003924	GTPase activity	1785
GO:0003924	GTPase activity	5899
GO:0003924	GTPase activity	6729
GO:0003924	GTPase activity	24
GO:0003924	GTPase activity	6009
GO:0003924	GTPase activity	402
GO:0003924	GTPase activity	400
GO:0003924	GTPase activity	5908
GO:0003924	GTPase activity	51062
GO:0003924	GTPase activity	1759
GO:0003924	GTPase activity	10059
GO:0003924	GTPase activity	338322
GO:0003924	GTPase activity	998
GO:0003924	GTPase activity	55341
GO:0003924	GTPase activity	23560
GO:0003924	GTPase activity	9669
GO:0003924	GTPase activity	4733
GO:0003924	GTPase activity	11021
GO:0003924	GTPase activity	6014
GO:0003924	GTPase activity	6016
GO:0003924	GTPase activity	339122
GO:0003924	GTPase activity	3845
GO:0003924	GTPase activity	2793
GO:0003924	GTPase activity	5911
GO:0003924	GTPase activity	26164
GO:0003924	GTPase activity	2770
GO:0003924	GTPase activity	64284
GO:0003924	GTPase activity	2773
GO:0003924	GTPase activity	6903
GO:0003924	GTPase activity	7879
GO:0003924	GTPase activity	5414
GO:0003924	GTPase activity	220869
GO:0003924	GTPase activity	7732
GO:0003924	GTPase activity	1654
GO:0003924	GTPase activity	2669
GO:0003924	GTPase activity	2935
GO:0003924	GTPase activity	4218
GO:0003924	GTPase activity	3265
GO:0003924	GTPase activity	23708
GO:0003924	GTPase activity	1938
GO:0003924	GTPase activity	373
GO:0003924	GTPase activity	57089
GO:0003924	GTPase activity	148252
GO:0003924	GTPase activity	10981
GO:0003924	GTPase activity	5872
GO:0003924	GTPase activity	5873
GO:0003924	GTPase activity	5870
GO:0003924	GTPase activity	5874
GO:0003924	GTPase activity	5878
GO:0003924	GTPase activity	54769
GO:0003924	GTPase activity	57403
GO:0003924	GTPase activity	60678
GO:0003924	GTPase activity	53916
GO:0003924	GTPase activity	116986
GO:0003924	GTPase activity	23011
GO:0003924	GTPase activity	4893
GO:0003924	GTPase activity	5868
GO:0003924	GTPase activity	84340
GO:0003924	GTPase activity	5865
GO:0003924	GTPase activity	5864
